rns,rns80,mrt,mrt80,smsa,smsa80,med,iq,kww,year,age,age80,s,s80,expr,expr80,tenure,tenure80,lw,lw80
0,0,0,1,1,1,12,120,40,66,23,37,14,14,3.332999945,15.65200043,2,2,5.81099987,6.809000015
0,0,0,0,1,1,5,110,23,66,18,32,12,12,1.332999945,15.17199993,3,13,5.820000172,6.097000122
0,0,0,1,1,1,5,94,35,67,17,30,9,12,0,9.213000298,1,0,4.828000069,5.664999962
0,0,1,1,1,1,17,120,50,70,27,37,16,16,2.260999918,12.17399979,5,15,6.291999817,7.275000095
0,0,1,1,1,1,8,108,45,66,22,36,12,12,5.377999783,19.37400055,7,21,5.663000107,6.868999958
0,0,0,1,1,1,11,103,31,66,19,33,9,12,3.582999945,17.12599945,1,10,5.846000195,6.980000019
0,0,1,1,1,1,11,106,36,67,22,35,12,12,1,13.83500004,6,19,6.015999794,7.131000042
0,0,0,0,1,1,12,119,37,73,29,37,16,16,0.377999991,6.960999966,10,18,6.492000103,6.956999779
0,0,1,1,1,1,8,87,33,71,27,36,12,12,7.282000065,17.82099915,1,9,5.857999802,6.984000206
0,0,1,1,1,1,11,121,49,68,22,34,16,17,0,11.64500046,1,13,5.464000225,6.482999802
0,0,0,1,1,1,12,112,33,70,20,30,12,12,0,7.612999916,1,10,5.425000191,6.659999847
0,1,1,1,1,0,12,103,36,71,27,36,12,15,0,8.43500042,7,2,6.081999779,6.945000172
0,0,1,1,1,1,16,99,48,66,23,37,16,16,1.332999945,16.23800087,1,14,5.846000195,7.561999798
0,0,1,1,1,1,12,101,40,66,23,37,14,15,1.378000021,15.26399994,3,17,5.758999825,7.092000008
0,0,1,1,1,1,8,109,41,69,25,36,13,14,0.377999991,11.31799984,3,14,5.749000072,6.808000088
0,0,0,1,1,1,12,73,46,68,19,31,12,12,0,6.236999989,1,8,5.835000038,6.790999889
0,1,1,1,1,0,16,116,27,70,21,31,16,16,0.31099999,10.1619997,1,7,5.78399992,6.705999851
0,0,0,0,1,1,12,98,42,69,18,29,12,12,0,9.862000465,1,2,5.142000198,6.699999809
1,1,0,1,1,1,14,104,43,70,20,30,13,14,0.328000009,5.880000114,1,2,5.297999859,6.357999802
0,0,0,1,1,1,12,78,29,68,19,31,12,14,0,9.00399971,0,2,4.920000076,6.627999783
0,0,1,1,1,1,12,85,39,66,20,34,11,12,2.128000021,14.02999973,1,1,5.297999859,7.052000046
0,0,0,1,1,1,12,104,25,68,17,29,12,12,0.453000009,12.38500023,1,7,5.380000114,6.93200016
0,0,1,1,1,1,8,109,48,66,23,37,12,12,6.377999783,20.2840004,8,22,5.758999825,6.90899992
0,0,0,1,1,1,10,96,33,69,19,30,13,13,0,10.72200012,1,12,5.480999947,7.114999771
0,0,1,1,1,0,12,90,32,66,23,37,12,12,4.333000183,17.03199959,4,1,5.394000053,6.571000099
0,0,1,1,1,1,12,103,29,73,24,32,15,15,1.462000012,8.397999763,2,3,6.152999878,6.907999992
0,1,1,1,1,1,14,106,41,68,21,33,16,16,0.333000004,12.34200001,1,13,5.934999943,7.633999825
0,0,1,1,1,1,14,96,32,73,22,30,16,16,4.235000134,11.1079998,0,5,6.105000019,6.815999985
0,1,1,1,1,1,8,114,39,70,20,30,12,12,0.492000014,7.756999969,2,5,5.297999859,6.396999836
0,0,0,1,1,1,9,86,33,66,17,31,10,11,0.333000004,12.98200035,1,1,4.787000179,6.856999874
1,1,1,1,1,1,13,110,38,73,24,32,16,16,1.753000021,8.479999542,0,5,6.052000046,6.566999912
0,0,1,1,1,1,12,87,41,66,24,38,12,12,4.295000076,18.26300049,7,9,5.852000237,7.047999859
0,0,0,1,1,1,13,89,31,69,17,28,12,12,0,9.159999847,2,5,5.297999859,6.907999992
0,0,1,1,1,1,8,106,40,67,18,31,12,12,1.769000053,14.7489996,1,10,5.743000031,6.735000134
0,0,0,1,1,1,5,100,43,67,19,32,12,12,0.910000026,12.28100014,1,3,5.475999832,5.991000175
0,0,1,1,1,1,16,111,38,67,21,34,12,12,4.427999973,17.44599915,1,14,5.857999802,7.068999767
0,0,1,1,1,1,12,100,40,66,23,37,12,12,3.515000105,17.62000084,4,2,5.927000046,7.092000008
0,0,1,1,1,1,12,114,38,67,20,33,12,12,3.378000021,16.36499977,4,17,5.663000107,7.274000168
0,0,1,1,1,1,13,98,45,73,26,34,18,18,0,5.05700016,0,1,6.032999992,6.287000179
0,0,0,1,1,1,9,89,24,68,18,30,11,11,0.795000017,12.79500008,1,10,5.857999802,6.660999775
0,0,1,1,1,1,11,74,23,67,17,30,10,10,0.462000012,13.41899967,1,9,5.297999859,6.619999886
0,0,1,1,0,1,11,130,29,68,26,38,13,13,2.795000076,14.36900043,3,1,5.703999996,6.551000118
0,0,1,1,1,1,12,108,51,71,27,36,16,16,0.36500001,9.411000252,1,4,6.164999962,7.204999924
0,0,1,1,0,0,10,98,31,66,19,33,12,12,2.332999945,16.09399986,2,12,5.388999939,6.684999943
0,0,0,1,1,1,16,125,27,71,21,30,16,16,0.368999988,9.30700016,1,10,5.953000069,7.131000042
0,0,1,1,1,1,12,104,29,73,21,29,16,16,0,4.727000237,1,8,5.762000084,7.007999897
0,0,0,0,1,1,8,98,33,69,19,30,12,14,3,11.81900024,0,1,5.55700016,6.163000107
0,0,1,1,0,0,11,104,37,73,25,33,15,15,0,6.063000202,3,4,6.032999992,6.636000156
0,0,0,1,1,1,8,120,33,66,22,36,12,12,4.617000103,18.49500084,5,19,5.520999908,6.868999958
0,1,0,0,1,1,8,134,38,67,17,30,12,13,0,9.38599968,1,9,5.297999859,6.580999851
0,0,1,1,1,1,8,92,28,66,20,34,9,9,4.25,18.40999985,4,13,5.375,6.684999943
0,0,1,1,0,1,13,129,34,73,22,30,16,16,4.547999859,11.47000027,2,9,5.866000175,6.488999844
0,0,1,1,0,1,12,118,42,71,27,36,13,14,0,4.348999977,7,16,6.191999912,7.146999836
0,0,0,1,0,0,12,107,37,69,17,28,12,12,0.377999991,10.78899956,1,7,5.820000172,7.179999828
0,0,1,1,1,1,12,92,37,66,24,38,12,12,5.460999966,19.40600014,1,15,5.605999947,6.714000225
0,0,0,1,1,1,16,118,33,73,21,29,16,16,0.377999991,6.455999851,0,7,4.828000069,7.274000168
0,0,1,1,1,1,12,108,38,73,23,31,17,17,0.66900003,6.515999794,0,3,6.052000046,7.243999958
0,0,1,1,0,0,12,119,42,66,22,36,12,12,5.333000183,19.73500061,1,5,5.209000111,6.945000172
0,0,0,1,0,0,8,109,29,69,18,29,12,12,0.414000005,11.43599987,1,12,5.500999928,6.504000187
0,0,1,1,0,0,8,91,41,71,27,36,12,12,9.086000443,17.90699959,1,10,5.907999992,7.002999783
0,0,0,1,0,1,12,118,38,69,19,30,14,14,0,8.552000046,1,7,5.297999859,6.907999992
0,0,0,1,0,0,14,119,37,68,18,30,13,13,0,9.137999535,1,2,5.370999813,6.260000229
0,0,0,1,0,0,14,103,33,68,19,31,13,14,1.31400001,13.2489996,1,13,6.15899992,7.013000011
0,0,1,1,0,0,12,120,25,73,20,28,16,16,0,6.072000027,0,4,5.927000046,6.868999958
0,0,1,1,1,1,8,122,40,67,21,34,16,18,0,6.164999962,1,13,5.093999863,6.59100008
0,0,0,1,0,1,8,119,35,69,17,28,12,12,0.423000008,9.204999924,2,5,5.297999859,6.537000179
0,0,1,1,0,0,9,104,37,71,29,38,11,11,7.31799984,14.94400024,6,7,6.438000202,6.918000221
0,1,0,1,0,1,8,96,22,69,18,29,10,11,0.736999989,7.136000156,0,2,5.402999878,6.396999836
0,0,1,1,0,0,8,83,36,67,21,34,12,12,2.914000034,15.80500031,4,17,5.415999889,6.389999866
0,0,0,1,0,1,10,88,27,69,18,29,12,12,0.462000012,9.296999931,0,2,5.768000126,6.506999969
0,0,0,1,0,0,8,96,43,66,22,36,12,12,2.994999886,16.88299942,4,18,5.297999859,6.676000118
0,1,1,1,1,0,12,123,42,66,24,38,17,17,1.832999945,14.39000034,2,7,6.008999825,7.274000168
0,1,1,1,1,1,11,108,43,66,20,34,12,12,2.332999945,14.27200031,1,8,5.011000156,6.506999969
0,0,0,1,1,1,12,116,35,73,21,29,16,16,2.5,9.56000042,1,8,6.322999954,6.775000095
0,0,1,1,0,0,16,109,45,68,24,36,18,18,0.907999992,12.69999981,1,2,5.96600008,6.735000134
0,0,0,1,1,1,12,97,39,71,22,31,12,13,2.568000078,7.630000114,1,0,4.941999912,6.881999969
0,0,0,1,0,0,12,107,34,69,17,28,12,12,1,7.355000019,2,3,5.011000156,7.109000206
0,1,1,1,0,1,12,95,27,71,26,35,12,12,8.027000427,16.39699936,2,5,5.894000053,6.813000202
0,0,1,1,1,1,15,109,31,73,22,30,14,15,1.383999944,8.324000359,2,2,5.739999771,6.278999805
0,0,1,1,0,0,12,104,36,66,19,33,12,12,1.899999976,15.28100014,3,11,5.768000126,6.619999886
0,0,1,1,0,1,12,110,37,66,24,38,12,12,1.667000055,15.67199993,2,4,5.703999996,7.09499979
0,0,0,0,1,0,13,94,40,71,27,36,13,13,4.087999821,16.72200012,1,1,6.176000118,6.613999844
0,1,1,1,0,0,8,103,38,66,23,37,12,12,2.415999889,15.27099991,2,1,5.900000095,6.802000046
0,0,0,1,1,1,8,123,45,66,18,32,12,14,0,8.652000427,1,14,5.727000237,7.065000057
0,0,0,1,0,0,6,113,33,68,19,31,12,12,0.377999991,12.24600029,1,3,5.297999859,6.291999817
0,0,0,1,0,0,12,100,31,70,20,30,13,14,0,9.218999863,1,4,5.136000156,6.421999931
0,0,0,1,0,1,12,95,39,66,17,31,12,13,0,6.156000137,1,2,4.977000237,6.811999798
0,0,1,1,0,0,8,100,34,66,22,36,12,12,3.83100009,17.69599915,5,12,5.272999763,6.644999981
0,0,1,1,1,1,15,108,39,66,23,37,13,13,3.724999905,17.4109993,4,18,5.670000076,6.892000198
0,0,1,1,1,1,12,101,47,67,24,37,12,12,0.768999994,14.63000011,1,12,5.361000061,6.724999905
0,0,0,0,1,1,12,90,43,66,21,35,12,12,2.25,16.75099945,2,10,5.297999859,6.778999805
0,0,1,1,1,1,8,115,41,66,21,35,12,12,2.940000057,16.16500092,4,7,5.736999989,6.934000015
0,0,0,1,1,1,11,84,33,70,19,29,13,13,0.497000009,10.39099979,1,1,5.361000061,6.142000198
0,0,1,1,1,1,12,125,44,67,24,37,14,14,0,8.906000137,2,0,5.572000027,6.462999821
0,0,1,1,1,1,11,107,42,66,24,38,12,12,6.333000183,21.12100029,5,14,6.229000092,6.941999912
0,0,0,0,1,1,8,129,33,68,20,32,13,14,0,8.857999802,1,3,5.857999802,7.099999905
0,0,0,1,1,1,12,98,40,69,19,30,12,12,1.692000031,11.08399963,1,6,5.927000046,6.855999947
0,0,0,1,1,1,8,108,41,66,24,38,12,12,5.190000057,18.66699982,6,20,5.684000015,6.843999863
1,0,1,1,1,1,2,114,37,73,22,30,16,16,0.779999971,7.649000168,1,8,6.204999924,7.131000042
0,0,1,1,0,0,12,111,37,71,25,34,16,18,0,6.144999981,1,10,5.663000107,6.374000072
0,0,0,1,0,0,12,101,29,71,19,28,12,12,0.981000006,6.660999775,1,6,5.297999859,6.540999889
0,0,0,0,0,0,12,99,25,66,20,34,12,12,3.082999945,17.50099945,1,12,4.948999882,6.331999779
0,0,0,0,0,0,12,75,24,68,18,30,11,12,1.192000031,12.28999996,1,5,5.105999947,5.927999973
0,0,0,1,0,0,6,91,29,66,24,38,12,12,0,7.318999767,1,11,5.787000179,6.512000084
0,0,1,1,0,0,12,113,38,68,21,33,16,17,0,0.691999972,1,13,5.472000122,6.482999802
0,0,1,1,0,0,8,120,34,71,26,35,12,12,8.444000244,16.69000053,1,7,5.500999928,6.539999962
0,0,0,1,1,1,12,98,32,70,19,29,13,14,0.368999988,9.795000076,1,1,5.520999908,7.013000011
0,1,1,1,1,1,16,107,31,70,23,33,16,16,0.458000004,10.51200008,2,1,6.09800005,7.221000195
0,0,1,1,1,1,12,121,39,73,24,32,18,18,0.384000003,7.25,5,13,6.215000153,7.156000137
0,0,0,1,1,1,12,134,42,67,22,35,15,15,0,15.05700016,1,7,5.663000107,7.204999924
0,0,0,0,1,1,12,120,38,73,21,29,16,16,0.75,7.663000107,1,5,6.296999931,6.75
0,0,0,0,1,1,12,105,36,70,22,32,15,15,1.019999981,9.055000305,1,5,5.617000103,6.789000034
0,0,1,1,1,1,10,121,40,73,26,34,12,12,0,4.563000202,3,10,6.301000118,7.05700016
0,0,1,1,1,1,12,113,29,71,21,30,16,16,0.463,8.772999763,1,0,5.822999954,6.368999958
0,0,1,1,1,1,12,106,37,71,20,29,12,12,0,4.801000118,1,3,5.78399992,7.138999939
0,0,1,1,1,0,9,104,41,73,27,35,18,18,1.407999992,8.319000244,5,13,6.603000164,6.853000164
0,0,0,1,1,1,10,80,23,66,19,33,11,11,0,13.92399979,1,15,5.617000103,7.522999763
0,0,0,1,1,1,10,117,28,67,17,30,12,12,1,13.22599983,1,2,5.78399992,7.361999989
0,0,0,0,1,1,12,126,42,73,20,28,16,16,1.38499999,10.34899998,1,8,5.714000225,6.631000042
0,0,0,1,1,1,10,112,42,66,22,36,12,12,4.960999966,18.95700073,1,15,5.579999924,7.274000168
0,0,0,1,1,1,6,83,20,70,22,32,12,12,3.155999899,13.08300018,1,11,5.762000084,6.215000153
0,0,0,1,1,1,6,84,13,67,19,32,10,12,0,12.55900002,1,9,4.828000069,7.090000153
0,0,0,1,1,0,12,109,32,67,18,31,12,12,0.377999991,13.03100014,1,2,5.988999844,7.559999943
0,0,0,1,1,1,12,111,25,73,21,29,14,14,0,6.511000156,0,7,6.131000042,6.527999878
0,0,1,1,0,0,12,94,33,66,23,37,12,12,6.461999893,20.2859993,1,4,5.548999786,6.651000023
0,0,0,1,0,0,12,96,32,67,17,30,12,16,0,7.289000034,1,4,5.703999996,5.452000141
0,0,0,1,0,0,12,101,33,69,19,30,13,13,0.672999978,12.27299976,1,10,5.723999977,6.881999969
0,0,1,1,1,1,12,90,35,68,18,30,11,12,0,13.26000023,1,1,5.868999958,7.21999979
0,1,1,1,1,1,12,120,48,67,24,37,16,16,3.378000021,16.29800034,4,3,6.224999905,7.666999817
0,1,0,1,1,1,12,120,38,73,21,29,16,16,2.230999947,10.18000031,0,1,6.065999985,6.551000118
0,0,1,1,1,1,8,108,29,66,19,33,12,12,2.378000021,16.23600006,3,11,5.736999989,7.090000153
0,0,1,1,1,1,12,99,43,66,22,36,13,13,2.190000057,16.13100052,4,18,5.762000084,7.05700016
0,0,1,1,1,1,12,80,31,66,20,34,11,11,2.461999893,16.31200027,1,15,5.602000237,6.592000008
0,0,1,1,1,1,10,93,45,66,22,36,11,11,5.333000183,17.39299965,3,2,5.631000042,6.619999886
0,0,0,1,1,1,11,118,43,69,21,32,13,15,0.377999991,11.07900047,1,3,5.520999908,7.013000011
0,0,0,1,1,1,12,115,31,67,18,31,11,12,1,11.83399963,1,8,5.505000114,6.438000202
0,0,0,1,1,1,10,119,28,73,22,30,16,16,3.739000082,10.63000011,0,5,5.297999859,7.090000153
0,0,0,1,1,1,12,94,39,67,19,32,12,12,0,8.019000053,1,1,5.500999928,7.340000153
0,0,1,1,1,1,13,109,42,73,26,34,16,16,4.842000008,11.75699997,0,9,5.94299984,7.051000118
0,0,0,0,1,0,14,104,37,68,21,33,13,13,2.378000021,10.42399979,1,0,5.080999851,5.736999989
0,0,0,1,0,0,7,89,21,67,17,30,11,12,1.090000033,14.04800034,1,4,4.828000069,6.413000107
0,0,0,1,0,0,12,101,28,66,22,36,12,12,2.354000092,16.30699921,3,17,5.520999908,7.467000008
0,1,0,0,0,1,12,96,34,71,22,31,16,16,0,8.734000206,1,1,5.703999996,6.907999992
0,0,1,1,0,0,9,109,48,66,22,36,12,12,1.582999945,14.17500019,1,1,5.063000202,5.857999802
0,0,1,1,0,0,4,94,38,66,23,37,12,12,3.082999945,17.06299973,4,18,5.370999813,6.639999866
0,0,0,1,0,0,6,115,34,66,20,34,12,12,1.47300005,15.3039999,2,2,5.520999908,6.671999931
0,0,1,1,0,0,8,92,41,66,24,38,12,12,2.161000013,16.06100082,3,17,5.649000168,6.706999779
0,0,0,1,0,0,11,71,32,67,17,30,9,9,0.518999994,11.78299999,1,1,5.460000038,6.166999817
0,0,1,1,0,0,12,130,39,66,19,33,11,14,0,14.63399982,1,1,4.882999897,6.843999863
0,0,0,1,0,1,12,119,38,70,22,32,16,16,0.228,9.68200016,1,4,5.846000195,7.649000168
0,0,0,1,1,1,10,74,24,66,18,32,9,12,0.462000012,14.38899994,1,3,4.860000134,5.857999802
0,0,1,1,1,1,10,124,23,73,20,28,15,15,3.753999949,10.61200047,1,8,6.032999992,7.092000008
0,0,1,1,0,0,12,94,29,71,22,31,14,15,0.456999987,9.362000465,1,4,5.297999859,6.109000206
0,0,1,1,0,0,12,120,44,71,28,37,16,16,6.362999916,16.27300072,4,13,5.500999928,6.964000225
0,0,1,1,1,1,8,96,40,66,23,37,11,11,1.544999957,15.40699959,1,15,5.758999825,6.907999992
0,0,0,1,1,1,12,98,42,69,17,28,12,12,0.423000008,11.2130003,1,9,5.297999859,6.864999771
0,0,0,1,0,0,9,109,44,66,19,33,12,14,2.332999945,16.28100014,2,5,5.197999954,7.377999783
0,0,0,0,1,0,12,100,39,73,22,30,17,18,0,5.80700016,0,5,6.201000214,6.407000065
0,0,0,1,0,1,11,101,25,68,18,30,12,12,0.537999988,12.65299988,1,1,5.251999855,6.236999989
0,1,1,1,0,1,12,111,40,69,21,32,16,16,0.166999996,11.05500031,1,12,6.173999786,7.251999855
0,0,1,1,0,1,8,106,38,69,26,37,16,16,2.980999947,14.72799969,5,11,6.132999897,7.204999924
0,0,1,1,0,0,12,102,37,66,23,37,12,12,1.128000021,15.07499981,2,16,5.703999996,7.328000069
0,0,0,1,0,0,12,115,28,71,21,30,14,14,0.740999997,9.317000389,1,10,5.846000195,6.980000019
0,0,1,1,0,1,10,99,37,70,18,28,12,12,1.386999965,11.33199978,1,11,6.215000153,7.090000153
0,0,1,1,0,1,11,118,48,66,22,36,16,16,1.332999945,15.23700047,2,1,5.55700016,7.228000164
0,0,0,1,1,0,13,132,37,69,22,33,13,13,0,7.645999908,1,2,5.777999878,6.772999763
0,0,0,1,1,1,12,108,26,68,18,30,13,13,0.333000004,11.16600037,1,9,5.758999825,6.438000202
0,0,0,1,1,1,14,98,40,66,19,33,12,12,2.165999889,16.97599983,2,2,5.545000076,7.131000042
0,0,0,1,1,1,8,111,44,66,22,36,12,13,6.083000183,20.35899925,1,12,5.552999973,6.986999989
0,0,1,1,1,0,8,79,36,66,24,38,11,11,4.355999947,17.94099998,4,3,5.412000179,6.540999889
0,0,0,1,0,0,12,97,29,68,19,31,12,12,1,11.09700012,1,11,5.297999859,6.589000225
0,0,1,1,0,0,12,99,49,66,24,38,15,15,2.332999945,16.28300095,1,15,4.653999805,6.421999931
0,0,0,1,1,1,12,101,33,73,23,31,16,16,0,5.281000137,0,7,5.703999996,6.816999912
0,0,0,1,0,0,12,120,45,66,22,36,17,17,0,3.903000116,2,10,5.394000053,6.78399992
0,0,0,1,1,1,8,97,33,69,18,29,12,12,0.377999991,10.35700035,2,4,5.297999859,6.547999859
0,0,1,1,0,0,8,106,34,67,23,36,12,12,4.747000217,16.69799995,5,18,4.989999771,6.684000015
0,0,0,0,0,0,12,131,44,71,21,30,16,16,0.477999985,8.925000191,2,3,6.176000118,6.699999809
0,0,1,1,0,1,12,93,32,66,20,34,10,11,2.045000076,16.10099983,1,14,5.500999928,6.907999992
0,0,0,0,0,0,8,79,23,68,20,32,12,12,0.377999991,11.42300034,1,3,5.703999996,6.309000015
0,0,0,1,1,1,11,100,38,66,17,31,12,12,0.377999991,12.63399982,1,15,5.703999996,7.170000076
0,0,0,1,1,1,9,107,30,70,23,33,16,16,0.815999985,9.295000076,1,8,6.196000099,6.828000069
0,0,1,1,1,0,12,105,22,69,19,30,12,12,0.377999991,11.2840004,1,9,5.706999779,6.580999851
0,0,1,1,0,0,12,114,25,71,22,31,12,12,5.302000046,15.19799995,5,14,5.84100008,6.703000069
0,0,1,1,0,0,8,116,36,69,27,38,12,12,9.378000259,20.34399986,1,2,5.663000107,6.396999836
0,0,1,1,1,1,11,104,41,66,23,37,12,12,5.25,17.88199997,4,7,5.18200016,7.002999783
0,0,0,1,1,1,9,85,48,66,21,35,12,12,3.582999945,17.57099915,5,19,5.703999996,6.964000225
0,0,0,1,1,1,9,93,46,68,18,30,12,12,2.832999945,14.78600025,1,1,5.835000038,6.868999958
0,0,1,1,0,0,8,100,40,66,23,37,10,12,0,5.132999897,1,9,5.846000195,6.071000099
0,0,0,0,1,1,12,88,36,71,23,32,16,16,0.433999985,9.277000427,1,10,5.900000095,7.256000042
0,0,1,1,0,1,12,93,32,73,21,29,12,12,4.443999767,11.32699966,0,9,6.184000015,6.907999992
0,0,0,1,0,0,12,98,26,68,20,32,12,13,1.794999957,13.71199989,1,5,5.152999878,6.215000153
0,0,1,1,0,1,12,110,35,73,20,28,14,14,1.89199996,8.298999786,3,5,5.297999859,6.684999943
0,0,0,1,0,0,11,94,38,67,20,33,14,14,0.63499999,11.92000008,1,10,4.605000019,6.619999886
0,0,1,1,0,0,8,77,36,66,23,37,12,12,1.200999975,15.11600018,2,2,5.21999979,6.309999943
0,0,0,1,1,1,12,102,44,71,21,30,12,12,3.14199996,11.94499969,1,10,5.804999828,6.583000183
0,0,1,1,1,1,16,113,49,73,26,34,14,14,5.368999958,12.3760004,1,8,6.139999866,6.946000099
1,1,1,1,1,1,12,103,38,73,24,32,10,10,5.434000015,11.31700039,7,15,5.703999996,5.297999859
1,1,1,1,1,1,12,96,31,66,21,35,11,11,3.332999945,17.41300011,1,1,5.011000156,6.354000092
1,1,1,1,1,1,12,97,35,66,23,37,11,11,5.333000183,16.09499931,1,5,5.21999979,6.744999886
1,1,1,1,1,1,15,89,39,66,23,37,12,12,2.316999912,10.61100006,3,4,5.693999767,7.058000088
1,1,1,1,1,1,16,104,34,73,23,31,16,16,0.894999981,7.756999969,0,4,6.230000019,7.146999836
1,1,1,1,1,1,11,116,36,71,24,33,14,16,0,5.376999855,1,3,5.415999889,5.857999802
1,1,0,1,1,1,12,104,47,66,23,37,14,15,0,14.25599957,1,11,5.55700016,7.288000107
1,1,0,1,1,1,12,114,37,70,18,28,12,13,0.541000009,9.06400013,1,2,5.19299984,6.620999813
0,1,1,1,0,1,12,103,40,73,23,31,16,17,1.552999973,5.31099987,0,3,5.770999908,6.190000057
1,1,1,1,1,1,6,92,34,66,22,36,12,12,1.25,15.11499977,2,5,5.565000057,7.243999958
1,1,1,1,1,1,8,98,41,73,23,31,18,18,4.705999851,9.861000061,0,7,6.000999928,6.846000195
1,1,1,1,1,1,12,114,48,66,23,37,13,13,1.417000055,15.43299961,2,16,5.820000172,6.763999939
1,1,1,1,1,1,12,110,37,66,24,38,12,12,1.917000055,15.84700012,3,17,5.050000191,5.847000122
1,1,1,1,1,1,8,132,39,73,25,33,17,17,1.113000035,8.13599968,2,1,6.614999771,7.274000168
1,1,1,1,0,0,8,112,37,73,24,32,16,16,5.93200016,12.68099976,0,2,5.297999859,6.328000069
1,1,1,1,1,1,12,99,42,66,22,36,9,12,2.5,16.95999908,2,11,5.480999947,6.309999943
1,1,0,1,1,1,12,106,45,66,24,38,13,13,3.332999945,16.05400085,5,2,5.572000027,6.527999878
1,1,1,1,1,1,18,128,43,73,25,33,15,16,0.308999985,7.232999802,0,1,6.215000153,7.186999798
1,1,0,0,1,1,8,80,30,73,22,30,12,12,3.486000061,7.718999863,2,0,5.894000053,6.032000065
1,1,1,1,1,1,6,71,24,71,23,32,11,11,2.042999983,9.461000443,1,0,5.703999996,6.157000065
1,1,0,1,1,1,12,127,45,71,23,32,18,18,0.791999996,9.753000259,1,3,6.399000168,7.426000118
1,1,0,0,1,1,8,114,43,73,23,31,16,16,0,0.768999994,2,9,6.109000206,6.946000099
1,1,0,1,1,1,7,102,30,69,19,30,13,13,0.653999984,12.51200008,1,11,5.480999947,7.131000042
1,1,0,1,1,1,12,88,34,68,19,31,12,12,0.462000012,12.11499977,3,15,5.230999947,6.632999897
1,1,0,1,1,1,12,88,32,68,17,29,12,12,1,13.55000019,1,12,5.857999802,7.051000118
1,0,1,1,1,1,14,110,45,66,23,37,15,15,1.916000009,14.22500038,2,1,5.548999786,7.379000187
0,0,0,1,1,1,8,130,39,73,22,30,16,16,0,5.390999794,0,3,6.176000118,6.763000011
1,1,1,1,1,1,12,101,36,66,21,35,11,12,3.378000021,16.07600021,1,1,5.111999989,6.907999992
1,1,0,1,1,1,9,89,36,66,18,32,10,10,0.333000004,13.24400043,1,9,4.955999851,6.748000145
1,0,1,1,1,1,12,80,25,66,21,35,10,12,1.332999945,15.61800003,2,14,5.21999979,6.645999908
0,0,1,1,1,1,12,72,20,73,26,34,12,12,9.057999611,15.94900036,0,9,6.396999836,6.907999992
0,0,1,1,1,1,12,115,56,71,27,36,18,18,1.18900001,10.07199955,2,5,5.412000179,7.191999912
1,1,1,1,1,1,12,115,48,70,27,37,16,16,0.797999978,10.47900009,5,4,6.315000057,7.427999973
1,1,0,0,1,1,8,93,27,66,24,38,12,12,3.295000076,17.24799919,1,7,5.370999813,6.528999805
1,1,0,0,1,1,12,92,42,73,24,32,15,16,2.915999889,9.81400013,3,11,6.022999763,7.131000042
1,1,0,0,1,1,5,115,40,73,20,28,13,13,1.164000034,7.090000153,2,7,6.163000107,6.396999836
1,1,1,1,1,1,12,93,26,71,20,29,11,11,1.975000024,10.625,1,0,5.472000122,6.907999992
1,1,0,1,1,1,8,91,39,66,22,36,12,12,0.652999997,14.58899975,1,15,5.407000065,6.895999908
1,1,1,1,1,1,9,90,35,66,20,34,10,10,4.5,19.20899963,1,10,5.164999962,6.169000149
1,1,1,1,1,0,9,104,47,66,20,34,12,12,3.181999922,16.40099907,4,1,5.170000076,7.346000195
1,1,1,1,1,1,12,100,42,66,18,32,12,12,1.84800005,15.76399994,2,14,4.941999912,6.907999992
1,1,0,1,1,0,15,129,40,73,28,36,18,18,0,4.318999767,0,5,4.889999866,6.438000202
0,0,0,1,1,1,12,112,39,67,22,35,16,16,0.717000008,13.64900017,1,14,5.727000237,7.204999924
1,1,1,1,0,0,11,98,38,71,27,36,11,11,6.717000008,16.6590004,7,16,6.15500021,7.09100008
1,1,1,1,1,1,12,132,45,73,24,32,17,18,4.019000053,13.08300018,1,8,6.566999912,7.022999763
1,1,0,1,1,1,13,110,36,69,21,32,13,14,0,9.541999817,0,4,5.727000237,6.228000164
1,0,0,1,1,1,11,127,44,73,21,29,12,12,1.190999985,6.598999977,0,1,5.964000225,7.355999947
1,1,1,1,1,1,8,94,39,66,22,36,13,13,3.619999886,17.53800011,4,18,6.109000206,7.399000168
0,0,1,1,1,1,16,97,48,73,24,32,16,16,0,3.726999998,0,1,6.387000084,7.156000137
0,0,1,1,1,1,11,109,42,71,24,33,15,15,0.254999995,7.468999863,1,8,5.65199995,7.090000153
1,1,0,1,0,0,3,89,21,67,18,31,12,12,0,5.618999958,1,6,4.90500021,6.750999928
1,1,0,1,0,0,11,90,33,66,23,37,12,12,5.377999783,18.25499916,6,7,5.460000038,6.959000111
1,1,0,1,0,0,12,105,39,69,17,28,12,12,0,10.53600025,2,4,5.074999809,6.907999992
1,0,0,0,1,1,8,100,27,68,22,34,12,12,5.275000095,18.13199997,1,5,5.690000057,6.802000046
1,1,1,1,0,0,16,111,40,71,22,31,16,16,0.958000004,9.869000435,1,10,5.472000122,7.379000187
1,1,0,1,0,1,16,125,44,71,22,31,17,17,0,8.520000458,1,2,5.991000175,6.230999947
1,1,0,1,0,0,12,124,20,73,21,29,16,16,0,5.752999783,0,6,5.415999889,7.313000202
